REFRIGERANT,T_1_K,T_3_K,P_1,P_3,S_1,H_1,S_3,H_3,P_4,P_2,S_4,H_2_ISENTROPIC,H_4_ISENTROPIC,T_1,T_3
R141b,313.15,278.15,132901.55697,35121.6074872,1156.7179785,245.977667616,1866.51007797,440.974057924,132901.55697,35121.6074872,1866.51007797,243.545385456,468.272090073,40.0,5.0
R141b,313.15,279.15,132901.55697,36682.8418681,1156.7179785,245.977667616,1865.90339,441.649968476,132901.55697,36682.8418681,1865.90339,243.680860854,468.079636567,40.0,6.0
R141b,313.15,280.15,132901.55697,38299.4538993,1156.7179785,245.977667616,1865.31694237,442.326331534,132901.55697,38299.4538993,1865.31694237,243.812331804,467.893737253,40.0,7.0
R141b,313.15,281.15,132901.55697,39972.8553611,1156.7179785,245.977667616,1864.75042104,443.003131483,132901.55697,39972.8553611,1864.75042104,243.939810261,467.714279014,40.0,8.0
R141b,313.15,282.15,132901.55697,41704.4769843,1156.7179785,245.977667616,1864.20351677,443.680352698,132901.55697,41704.4769843,1864.20351677,244.063308073,467.541150996,40.0,9.0
R141b,313.15,283.15,132901.55697,43495.7683308,1156.7179785,245.977667616,1863.67592499,444.357979537,132901.55697,43495.7683308,1863.67592499,244.182836987,467.374244542,40.0,10.0
R141b,313.15,284.15,132901.55697,45348.1976713,1156.7179785,245.977667616,1863.16734572,445.035996345,132901.55697,45348.1976713,1863.16734572,244.298408649,467.213453135,40.0,11.0
R141b,313.15,285.15,132901.55697,47263.2518549,1156.7179785,245.977667616,1862.67748347,445.714387448,132901.55697,47263.2518549,1862.67748347,244.410034604,467.05867234,40.0,12.0
R141b,313.15,286.15,132901.55697,49242.4361772,1156.7179785,245.977667616,1862.20604717,446.393137152,132901.55697,49242.4361772,1862.20604717,244.517726302,466.909799747,40.0,13.0
R141b,313.15,287.15,132901.55697,51287.2742435,1156.7179785,245.977667616,1861.75275003,447.072229742,132901.55697,51287.2742435,1861.75275003,244.621495096,466.766734917,40.0,14.0
R141b,313.15,288.15,132901.55697,53399.3078257,1156.7179785,245.977667616,1861.31730952,447.751649476,132901.55697,53399.3078257,1861.31730952,244.721352243,466.629379331,40.0,15.0
R141b,313.15,289.15,132901.55697,55580.0967181,1156.7179785,245.977667616,1860.8994472,448.431380586,132901.55697,55580.0967181,1860.8994472,244.817308911,466.497636335,40.0,16.0
R141b,313.15,290.15,132901.55697,57831.2185869,1156.7179785,245.977667616,1860.49888871,449.111407273,132901.55697,57831.2185869,1860.49888871,244.909376173,466.37141109,40.0,17.0
R141b,313.15,291.15,132901.55697,60154.2688183,1156.7179785,245.977667616,1860.11536366,449.791713705,132901.55697,60154.2688183,1860.11536366,244.997565015,466.250610528,40.0,18.0
R141b,313.15,292.15,132901.55697,62550.8603611,1156.7179785,245.977667616,1859.7486055,450.472284014,132901.55697,62550.8603611,1859.7486055,245.081886334,466.135143296,40.0,19.0
R141b,313.15,293.15,132901.55697,65022.6235682,1156.7179785,245.977667616,1859.39835153,451.153102294,132901.55697,65022.6235682,1859.39835153,245.162350939,466.024919717,40.0,20.0
R141b,313.15,294.15,132901.55697,67571.2060321,1156.7179785,245.977667616,1859.06434274,451.834152596,132901.55697,67571.2060321,1859.06434274,245.238969554,465.919851742,40.0,21.0
R141b,313.15,295.15,132901.55697,70198.2724217,1156.7179785,245.977667616,1858.74632376,452.515418925,132901.55697,70198.2724217,1858.74632376,245.311752821,465.819852905,40.0,22.0
R141b,313.15,296.15,132901.55697,72905.5043125,1156.7179785,245.977667616,1858.44404279,453.196885239,132901.55697,72905.5043125,1858.44404279,245.380711298,465.72483828,40.0,23.0
R141b,313.15,297.15,132901.55697,75694.6000165,1156.7179785,245.977667616,1858.15725153,453.878535443,132901.55697,75694.6000165,1858.15725153,245.44585546,465.634724443,40.0,24.0
R141b,313.15,298.15,132901.55697,78567.2744095,1156.7179785,245.977667616,1857.88570508,454.560353384,132901.55697,78567.2744095,1857.88570508,245.507195704,465.549429428,40.0,25.0
R141b,313.15,299.15,132901.55697,81525.2587558,1156.7179785,245.977667616,1857.62916187,455.242322854,132901.55697,81525.2587558,1857.62916187,245.564742347,465.468872685,40.0,26.0
R141b,313.15,300.15,132901.55697,84570.300532,1156.7179785,245.977667616,1857.38738362,455.924427578,132901.55697,84570.300532,1857.38738362,245.618505631,465.392975047,40.0,27.0
R141b,313.15,301.15,132901.55697,87704.1632474,1156.7179785,245.977667616,1857.16013522,456.606651215,132901.55697,87704.1632474,1857.16013522,245.668495717,465.321658689,40.0,28.0
R141b,313.15,302.15,132901.55697,90928.626265,1156.7179785,245.977667616,1856.94718471,457.288977352,132901.55697,90928.626265,1856.94718471,245.714722695,465.254847091,40.0,29.0
R141b,313.15,303.15,132901.55697,94245.4846201,1156.7179785,245.977667616,1856.74830317,457.971389504,132901.55697,94245.4846201,1856.74830317,245.757196579,465.192465003,40.0,30.0
R141b,313.15,304.15,132901.55697,97656.5488364,1156.7179785,245.977667616,1856.56326468,458.653871103,132901.55697,97656.5488364,1856.56326468,245.79592731,465.134438409,40.0,31.0
R141b,313.15,305.15,132901.55697,101163.644744,1156.7179785,245.977667616,1856.39184624,459.336405499,132901.55697,101163.644744,1856.39184624,245.830924758,465.080694493,40.0,32.0
R141b,313.15,306.15,132901.55697,104768.613295,1156.7179785,245.977667616,1856.23382769,460.018975953,132901.55697,104768.613295,1856.23382769,245.862198722,465.031161608,40.0,33.0
R141b,313.15,307.15,132901.55697,108473.310377,1156.7179785,245.977667616,1856.0889917,460.701565635,132901.55697,108473.310377,1856.0889917,245.88975893,464.98576924,40.0,34.0
R141b,313.15,308.15,132901.55697,112279.606632,1156.7179785,245.977667616,1855.95712363,461.384157617,132901.55697,112279.606632,1855.95712363,245.913615043,464.944447974,40.0,35.0
R141b,313.15,309.15,132901.55697,116189.387254,1156.7179785,245.977667616,1855.83801154,462.066734869,132901.55697,116189.387254,1855.83801154,245.933776654,464.907129478,40.0,36.0
R141b,313.15,310.15,132901.55697,120204.551838,1156.7179785,245.977667616,1855.73144607,462.749280255,132901.55697,120204.551838,1855.73144607,245.950253288,464.873746446,40.0,37.0
R141b,313.15,311.15,132901.55697,124327.014158,1156.7179785,245.977667616,1855.6372204,463.431776526,132901.55697,124327.014158,1855.6372204,245.963054407,464.844232592,40.0,38.0
R141b,313.15,312.15,132901.55697,128558.701999,1156.7179785,245.977667616,1855.55513023,464.11420632,132901.55697,128558.701999,1855.55513023,245.972189406,464.818522611,40.0,39.0
R141b,313.15,313.15,132901.55697,132901.55697,1156.7179785,245.977667616,1855.48497366,464.796552151,132901.55697,132901.55697,1855.48497366,245.977667616,464.796552151,40.0,40.0
R141b,313.15,314.15,132901.55697,137357.534319,1156.7179785,245.977667616,1855.42655115,465.478796407,132901.55697,137357.534319,1855.42655115,245.981367754,464.778257143,40.0,41.0
R141b,313.15,315.15,132901.55697,141928.602746,1156.7179785,245.977667616,1855.3796655,466.160921344,132901.55697,141928.602746,1855.3796655,245.985163437,464.763574901,40.0,42.0
R141b,313.15,316.15,132901.55697,146616.744223,1156.7179785,245.977667616,1855.34412173,466.84290908,132901.55697,146616.744223,1855.34412173,245.989056308,464.752444371,40.0,43.0
R141b,313.15,317.15,132901.55697,151423.953811,1156.7179785,245.977667616,1855.3197271,467.524741594,132901.55697,151423.953811,1855.3197271,245.993048023,464.74480519,40.0,44.0
R141b,313.15,318.15,132901.55697,156352.239481,1156.7179785,245.977667616,1855.30629097,468.206400712,132901.55697,156352.239481,1855.30629097,245.997140245,464.740597666,40.0,45.0
R141b,313.15,319.15,132901.55697,161403.621927,1156.7179785,245.977667616,1855.30362482,468.887868108,132901.55697,161403.621927,1855.30362482,246.001334653,464.739762762,40.0,46.0
R141b,313.15,320.15,132901.55697,166580.134399,1156.7179785,245.977667616,1855.31154216,469.569125297,132901.55697,166580.134399,1855.31154216,246.00563293,464.742242077,40.0,47.0
R141b,313.15,321.15,132901.55697,171883.822515,1156.7179785,245.977667616,1855.32985849,470.250153628,132901.55697,171883.822515,1855.32985849,246.010036774,464.747977835,40.0,48.0
R141b,313.15,322.15,132901.55697,177316.744093,1156.7179785,245.977667616,1855.35839122,470.930934278,132901.55697,177316.744093,1855.35839122,246.014547891,464.756912861,40.0,49.0
R141b,313.15,323.15,132901.55697,182880.968976,1156.7179785,245.977667616,1855.39695968,471.611448245,132901.55697,182880.968976,1855.39695968,246.019167997,464.768990574,40.0,50.0
R141b,313.15,324.15,132901.55697,188578.578861,1156.7179785,245.977667616,1855.445385,472.291676346,132901.55697,188578.578861,1855.445385,246.023898819,464.784154962,40.0,51.0
R141b,313.15,325.15,132901.55697,194411.667128,1156.7179785,245.977667616,1855.50349009,472.971599204,132901.55697,194411.667128,1855.50349009,246.02874209,464.802350637,40.0,52.0
R141b,313.15,326.15,132901.55697,200382.338678,1156.7179785,245.977667616,1855.57109962,473.651197247,132901.55697,200382.338678,1855.57109962,246.033699557,464.823523895,40.0,53.0
R141b,313.15,327.15,132901.55697,206492.709762,1156.7179785,245.977667616,1855.64803991,474.330450699,132901.55697,206492.709762,1855.64803991,246.038772973,464.847621365,40.0,54.0
R141b,313.15,328.15,132901.55697,212744.907824,1156.7179785,245.977667616,1855.73413894,475.009339574,132901.55697,212744.907824,1855.73413894,246.043964103,464.874589971,40.0,55.0
R141b,313.15,329.15,132901.55697,219141.07134,1156.7179785,245.977667616,1855.82922625,475.687843666,132901.55697,219141.07134,1855.82922625,246.049274718,464.904377209,40.0,56.0
R141b,313.15,330.15,132901.55697,225683.349663,1156.7179785,245.977667616,1855.93313294,476.365942549,132901.55697,225683.349663,1855.93313294,246.054706599,464.936931125,40.0,57.0
R141b,313.15,331.15,132901.55697,232373.902866,1156.7179785,245.977667616,1856.0456916,477.043615561,132901.55697,232373.902866,1856.0456916,246.060261537,464.972200297,40.0,58.0
R141b,313.15,332.15,132901.55697,239214.901597,1156.7179785,245.977667616,1856.16673625,477.720841802,132901.55697,239214.901597,1856.16673625,246.065941331,465.01013381,40.0,59.0
R141b,313.15,333.15,132901.55697,246208.526924,1156.7179785,245.977667616,1856.29610233,478.397600127,132901.55697,246208.526924,1856.29610233,246.071747787,465.050681244,40.0,60.0
R141b,313.15,334.15,132901.55697,253356.970198,1156.7179785,245.977667616,1856.4336266,479.073869135,132901.55697,253356.970198,1856.4336266,246.077682721,465.093792647,40.0,61.0
R141b,313.15,335.15,132901.55697,260662.43291,1156.7179785,245.977667616,1856.57914717,479.749627162,132901.55697,260662.43291,1856.57914717,246.083747957,465.139418522,40.0,62.0
R141b,313.15,336.15,132901.55697,268127.126552,1156.7179785,245.977667616,1856.73250337,480.424852274,132901.55697,268127.126552,1856.73250337,246.089945328,465.187509806,40.0,63.0
R141b,313.15,337.15,132901.55697,275753.272484,1156.7179785,245.977667616,1856.89353578,481.099522258,132901.55697,275753.272484,1856.89353578,246.096276672,465.238017851,40.0,64.0
R141b,313.15,338.15,132901.55697,283543.101805,1156.7179785,245.977667616,1857.06208613,481.773614615,132901.55697,283543.101805,1857.06208613,246.102743839,465.290894405,40.0,65.0
R141b,313.15,339.15,132901.55697,291498.855229,1156.7179785,245.977667616,1857.23799728,482.447106546,132901.55697,291498.855229,1857.23799728,246.109348683,465.346091596,40.0,66.0
R141b,313.15,340.15,132901.55697,299622.782957,1156.7179785,245.977667616,1857.42111319,483.119974952,132901.55697,299622.782957,1857.42111319,246.116093068,465.403561913,40.0,67.0
R141b,313.15,341.15,132901.55697,307917.144565,1156.7179785,245.977667616,1857.61127884,483.792196414,132901.55697,307917.144565,1857.61127884,246.122978866,465.463258187,40.0,68.0
R141b,313.15,342.15,132901.55697,316384.208889,1156.7179785,245.977667616,1857.8083402,484.463747194,132901.55697,316384.208889,1857.8083402,246.130007954,465.525133576,40.0,69.0
R141b,313.15,343.15,132901.55697,325026.253914,1156.7179785,245.977667616,1858.0121442,485.134603217,132901.55697,325026.253914,1858.0121442,246.137182219,465.589141543,40.0,70.0
R141b,314.15,274.15,137357.534319,29402.8803263,1160.46187995,247.155644948,1869.14568667,438.275252749,137357.534319,29402.8803263,1869.14568667,243.989587137,469.824362807,41.0,1.0
R141b,314.15,275.15,137357.534319,30756.3390434,1160.46187995,247.155644948,1868.45479796,438.949197308,137357.534319,30756.3390434,1868.45479796,244.144945918,469.603806631,41.0,2.0
R141b,314.15,276.15,137357.534319,32159.7199821,1160.46187995,247.155644948,1867.78545551,439.623656747,137357.534319,32159.7199821,1867.78545551,244.296251355,469.390303115,41.0,3.0
R141b,314.15,277.15,137357.534319,33614.3580402,1160.46187995,247.155644948,1867.13732518,440.298615482,137357.534319,33614.3580402,1867.13732518,244.443515838,469.183729108,41.0,4.0
R141b,314.15,278.15,137357.534319,35121.6074872,1160.46187995,247.155644948,1866.51007797,440.974057924,137357.534319,35121.6074872,1866.51007797,244.586751645,468.983963989,41.0,5.0
R141b,314.15,279.15,137357.534319,36682.8418681,1160.46187995,247.155644948,1865.90339,441.649968476,137357.534319,36682.8418681,1865.90339,244.725970944,468.790889595,41.0,6.0
R141b,314.15,280.15,137357.534319,38299.4538993,1160.46187995,247.155644948,1865.31694237,442.326331534,137357.534319,38299.4538993,1865.31694237,244.861185796,468.604390156,41.0,7.0
R141b,314.15,281.15,137357.534319,39972.8553611,1160.46187995,247.155644948,1864.75042104,443.003131483,137357.534319,39972.8553611,1864.75042104,244.992408154,468.424352229,41.0,8.0
R141b,314.15,282.15,137357.534319,41704.4769843,1160.46187995,247.155644948,1864.20351677,443.680352698,137357.534319,41704.4769843,1864.20351677,245.119649868,468.250664638,41.0,9.0
R141b,314.15,283.15,137357.534319,43495.7683308,1160.46187995,247.155644948,1863.67592499,444.357979537,137357.534319,43495.7683308,1863.67592499,245.242922683,468.083218409,41.0,10.0
R141b,314.15,284.15,137357.534319,45348.1976713,1160.46187995,247.155644948,1863.16734572,445.035996345,137357.534319,45348.1976713,1863.16734572,245.362238246,467.921906714,41.0,11.0
R141b,314.15,285.15,137357.534319,47263.2518549,1160.46187995,247.155644948,1862.67748347,445.714387448,137357.534319,47263.2518549,1862.67748347,245.477608103,467.766624812,41.0,12.0
R141b,314.15,286.15,137357.534319,49242.4361772,1160.46187995,247.155644948,1862.20604717,446.393137152,137357.534319,49242.4361772,1862.20604717,245.589043703,467.61726999,41.0,13.0
R141b,314.15,287.15,137357.534319,51287.2742435,1160.46187995,247.155644948,1861.75275003,447.072229742,137357.534319,51287.2742435,1861.75275003,245.696556398,467.473741514,41.0,14.0
R141b,314.15,288.15,137357.534319,53399.3078257,1160.46187995,247.155644948,1861.31730952,447.751649476,137357.534319,53399.3078257,1861.31730952,245.800157447,467.335940571,41.0,15.0
R141b,314.15,289.15,137357.534319,55580.0967181,1160.46187995,247.155644948,1860.8994472,448.431380586,137357.534319,55580.0967181,1860.8994472,245.899858016,467.203770219,41.0,16.0
R141b,314.15,290.15,137357.534319,57831.2185869,1160.46187995,247.155644948,1860.49888871,449.111407273,137357.534319,57831.2185869,1860.49888871,245.99566918,467.077135337,41.0,17.0
R141b,314.15,291.15,137357.534319,60154.2688183,1160.46187995,247.155644948,1860.11536366,449.791713705,137357.534319,60154.2688183,1860.11536366,246.087601923,466.955942575,41.0,18.0
R141b,314.15,292.15,137357.534319,62550.8603611,1160.46187995,247.155644948,1859.7486055,450.472284014,137357.534319,62550.8603611,1859.7486055,246.175667143,466.840100307,41.0,19.0
R141b,314.15,293.15,137357.534319,65022.6235682,1160.46187995,247.155644948,1859.39835153,451.153102294,137357.534319,65022.6235682,1859.39835153,246.259875649,466.729518585,41.0,20.0
R141b,314.15,294.15,137357.534319,67571.2060321,1160.46187995,247.155644948,1859.06434274,451.834152596,137357.534319,67571.2060321,1859.06434274,246.340238167,466.624109091,41.0,21.0
R141b,314.15,295.15,137357.534319,70198.2724217,1160.46187995,247.155644948,1858.74632376,452.515418925,137357.534319,70198.2724217,1858.74632376,246.416765335,466.523785096,41.0,22.0
R141b,314.15,296.15,137357.534319,72905.5043125,1160.46187995,247.155644948,1858.44404279,453.196885239,137357.534319,72905.5043125,1858.44404279,246.489467713,466.428461418,41.0,23.0
R141b,314.15,297.15,137357.534319,75694.6000165,1160.46187995,247.155644948,1858.15725153,453.878535443,137357.534319,75694.6000165,1858.15725153,246.558355776,466.338054374,41.0,24.0
R141b,314.15,298.15,137357.534319,78567.2744095,1160.46187995,247.155644948,1857.88570508,454.560353384,137357.534319,78567.2744095,1857.88570508,246.623439922,466.252481745,41.0,25.0
R141b,314.15,299.15,137357.534319,81525.2587558,1160.46187995,247.155644948,1857.62916187,455.242322854,137357.534319,81525.2587558,1857.62916187,246.684730467,466.171662736,41.0,26.0
R141b,314.15,300.15,137357.534319,84570.300532,1160.46187995,247.155644948,1857.38738362,455.924427578,137357.534319,84570.300532,1857.38738362,246.742237652,466.095517934,41.0,27.0
R141b,314.15,301.15,137357.534319,87704.1632474,1160.46187995,247.155644948,1857.16013522,456.606651215,137357.534319,87704.1632474,1857.16013522,246.79597164,466.023969271,41.0,28.0
R141b,314.15,302.15,137357.534319,90928.626265,1160.46187995,247.155644948,1856.94718471,457.288977352,137357.534319,90928.626265,1856.94718471,246.845942519,465.95693999,41.0,29.0
R141b,314.15,303.15,137357.534319,94245.4846201,1160.46187995,247.155644948,1856.74830317,457.971389504,137357.534319,94245.4846201,1856.74830317,246.892160304,465.894354605,41.0,30.0
R141b,314.15,304.15,137357.534319,97656.5488364,1160.46187995,247.155644948,1856.56326468,458.653871103,137357.534319,97656.5488364,1856.56326468,246.934634937,465.836138868,41.0,31.0
R141b,314.15,305.15,137357.534319,101163.644744,1160.46187995,247.155644948,1856.39184624,459.336405499,137357.534319,101163.644744,1856.39184624,246.973376286,465.782219736,41.0,32.0
R141b,314.15,306.15,137357.534319,104768.613295,1160.46187995,247.155644948,1856.23382769,460.018975953,137357.534319,104768.613295,1856.23382769,247.008394151,465.732525334,41.0,33.0
R141b,314.15,307.15,137357.534319,108473.310377,1160.46187995,247.155644948,1856.0889917,460.701565635,137357.534319,108473.310377,1856.0889917,247.039698261,465.686984925,41.0,34.0
R141b,314.15,308.15,137357.534319,112279.606632,1160.46187995,247.155644948,1855.95712363,461.384157617,137357.534319,112279.606632,1855.95712363,247.067298275,465.645528876,41.0,35.0
R141b,314.15,309.15,137357.534319,116189.387254,1160.46187995,247.155644948,1855.83801154,462.066734869,137357.534319,116189.387254,1855.83801154,247.091203788,465.608088636,41.0,36.0
R141b,314.15,310.15,137357.534319,120204.551838,1160.46187995,247.155644948,1855.73144607,462.749280255,137357.534319,120204.551838,1855.73144607,247.111424324,465.574596686,41.0,37.0
R141b,314.15,311.15,137357.534319,124327.014158,1160.46187995,247.155644948,1855.6372204,463.431776526,137357.534319,124327.014158,1855.6372204,247.127969344,465.544986527,41.0,38.0
R141b,314.15,312.15,137357.534319,128558.701999,1160.46187995,247.155644948,1855.55513023,464.11420632,137357.534319,128558.701999,1855.55513023,247.140848244,465.519192644,41.0,39.0
R141b,314.15,313.15,137357.534319,132901.55697,1160.46187995,247.155644948,1855.48497366,464.796552151,137357.534319,132901.55697,1855.48497366,247.150070356,465.497150481,41.0,40.0
R141b,314.15,314.15,137357.534319,137357.534319,1160.46187995,247.155644948,1855.42655115,465.478796407,137357.534319,137357.534319,1855.42655115,247.155644948,465.478796407,41.0,41.0
R141b,314.15,315.15,137357.534319,141928.602746,1160.46187995,247.155644948,1855.3796655,466.160921344,137357.534319,141928.602746,1855.3796655,247.159446981,465.464067278,41.0,42.0
R141b,314.15,316.15,137357.534319,146616.744223,1160.46187995,247.155644948,1855.34412173,466.84290908,137357.534319,146616.744223,1855.34412173,247.163346364,465.452901205,41.0,43.0
R141b,314.15,317.15,137357.534319,151423.953811,1160.46187995,247.155644948,1855.3197271,467.524741594,137357.534319,151423.953811,1855.3197271,247.167344755,465.445237629,41.0,44.0
R141b,314.15,318.15,137357.534319,156352.239481,1160.46187995,247.155644948,1855.30629097,468.206400712,137357.534319,156352.239481,1855.30629097,247.171443822,465.441016669,41.0,45.0
R141b,314.15,319.15,137357.534319,161403.621927,1160.46187995,247.155644948,1855.30362482,468.887868108,137357.534319,161403.621927,1855.30362482,247.175645245,465.440179099,41.0,46.0
R141b,314.15,320.15,137357.534319,166580.134399,1160.46187995,247.155644948,1855.31154216,469.569125297,137357.534319,166580.134399,1855.31154216,247.179950711,465.442666332,41.0,47.0
R141b,314.15,321.15,137357.534319,171883.822515,1160.46187995,247.155644948,1855.32985849,470.250153628,137357.534319,171883.822515,1855.32985849,247.18436192,465.448420405,41.0,48.0
R141b,314.15,322.15,137357.534319,177316.744093,1160.46187995,247.155644948,1855.35839122,470.930934278,137357.534319,177316.744093,1855.35839122,247.188880581,465.457383965,41.0,49.0
R141b,314.15,323.15,137357.534319,182880.968976,1160.46187995,247.155644948,1855.39695968,471.611448245,137357.534319,182880.968976,1855.39695968,247.193508413,465.469500246,41.0,50.0
R141b,314.15,324.15,137357.534319,188578.578861,1160.46187995,247.155644948,1855.445385,472.291676346,137357.534319,188578.578861,1855.445385,247.198247144,465.484713126,41.0,51.0
R141b,314.15,325.15,137357.534319,194411.667128,1160.46187995,247.155644948,1855.50349009,472.971599204,137357.534319,194411.667128,1855.50349009,247.203098514,465.502967892,41.0,52.0
R141b,314.15,326.15,137357.534319,200382.338678,1160.46187995,247.155644948,1855.57109962,473.651197247,137357.534319,200382.338678,1855.57109962,247.208064269,465.52421025,41.0,53.0
R141b,314.15,327.15,137357.534319,206492.709762,1160.46187995,247.155644948,1855.64803991,474.330450699,137357.534319,206492.709762,1855.64803991,247.213146167,465.548386357,41.0,54.0
R141b,314.15,328.15,137357.534319,212744.907824,1160.46187995,247.155644948,1855.73413894,475.009339574,137357.534319,212744.907824,1855.73413894,247.218345974,465.575442963,41.0,55.0
R141b,314.15,329.15,137357.534319,219141.07134,1160.46187995,247.155644948,1855.82922625,475.687843666,137357.534319,219141.07134,1855.82922625,247.223665466,465.605327388,41.0,56.0
R141b,314.15,330.15,137357.534319,225683.349663,1160.46187995,247.155644948,1855.93313294,476.365942549,137357.534319,225683.349663,1855.93313294,247.229106427,465.637987506,41.0,57.0
R141b,314.15,331.15,137357.534319,232373.902866,1160.46187995,247.155644948,1856.0456916,477.043615561,137357.534319,232373.902866,1856.0456916,247.23467065,465.673371725,41.0,58.0
R141b,314.15,332.15,137357.534319,239214.901597,1160.46187995,247.155644948,1856.16673625,477.720841802,137357.534319,239214.901597,1856.16673625,247.240359936,465.71142896,41.0,59.0
R141b,314.15,333.15,137357.534319,246208.526924,1160.46187995,247.155644948,1856.29610233,478.397600127,137357.534319,246208.526924,1856.29610233,247.246176096,465.752108622,41.0,60.0
R141b,314.15,334.15,137357.534319,253356.970198,1160.46187995,247.155644948,1856.4336266,479.073869135,137357.534319,253356.970198,1856.4336266,247.252120948,465.795360595,41.0,61.0
R141b,314.15,335.15,137357.534319,260662.43291,1160.46187995,247.155644948,1856.57914717,479.749627162,137357.534319,260662.43291,1856.57914717,247.258196319,465.841135216,41.0,62.0
R141b,314.15,336.15,137357.534319,268127.126552,1160.46187995,247.155644948,1856.73250337,480.424852274,137357.534319,268127.126552,1856.73250337,247.264404044,465.889383258,41.0,63.0
R141b,314.15,337.15,137357.534319,275753.272484,1160.46187995,247.155644948,1856.89353578,481.099522258,137357.534319,275753.272484,1856.89353578,247.270745966,465.94005591,41.0,64.0
R141b,314.15,338.15,137357.534319,283543.101805,1160.46187995,247.155644948,1857.06208613,481.773614615,137357.534319,283543.101805,1857.06208613,247.277223936,465.993104759,41.0,65.0
R141b,314.15,339.15,137357.534319,291498.855229,1160.46187995,247.155644948,1857.23799728,482.447106546,137357.534319,291498.855229,1857.23799728,247.283839814,466.048481773,41.0,66.0
R141b,314.15,340.15,137357.534319,299622.782957,1160.46187995,247.155644948,1857.42111319,483.119974952,137357.534319,299622.782957,1857.42111319,247.290595464,466.106139281,41.0,67.0
R141b,314.15,341.15,137357.534319,307917.144565,1160.46187995,247.155644948,1857.61127884,483.792196414,137357.534319,307917.144565,1857.61127884,247.297492763,466.166029958,41.0,68.0
R141b,314.15,342.15,137357.534319,316384.208889,1160.46187995,247.155644948,1857.8083402,484.463747194,137357.534319,316384.208889,1857.8083402,247.30453359,466.228106802,41.0,69.0
R141b,314.15,343.15,137357.534319,325026.253914,1160.46187995,247.155644948,1858.0121442,485.134603217,137357.534319,325026.253914,1858.0121442,247.311719835,466.292323124,41.0,70.0
R141b,315.15,274.15,141928.602746,29402.8803263,1164.19860387,248.335209772,1869.14568667,438.275252749,141928.602746,29402.8803263,1869.14568667,245.01401,470.535236929,42.0,1.0
R141b,315.15,275.15,141928.602746,30756.3390434,1164.19860387,248.335209772,1868.45479796,438.949197308,141928.602746,30756.3390434,1868.45479796,245.173105505,470.313976518,42.0,2.0
R141b,315.15,276.15,141928.602746,32159.7199821,1164.19860387,248.335209772,1867.78545551,439.623656747,141928.602746,32159.7199821,1867.78545551,245.328147666,470.099790792,42.0,3.0
R141b,315.15,277.15,141928.602746,33614.3580402,1164.19860387,248.335209772,1867.13732518,440.298615482,141928.602746,33614.3580402,1867.13732518,245.479148873,469.892556254,42.0,4.0
R141b,315.15,278.15,141928.602746,35121.6074872,1164.19860387,248.335209772,1866.51007797,440.974057924,141928.602746,35121.6074872,1866.51007797,245.626121403,469.692151941,42.0,5.0
R141b,315.15,279.15,141928.602746,36682.8418681,1164.19860387,248.335209772,1865.90339,441.649968476,141928.602746,36682.8418681,1865.90339,245.769077427,469.498459354,42.0,6.0
R141b,315.15,280.15,141928.602746,38299.4538993,1164.19860387,248.335209772,1865.31694237,442.326331534,141928.602746,38299.4538993,1865.31694237,245.908029003,469.311362392,42.0,7.0
R141b,315.15,281.15,141928.602746,39972.8553611,1164.19860387,248.335209772,1864.75042104,443.003131483,141928.602746,39972.8553611,1864.75042104,246.042988085,469.130747287,42.0,8.0
R141b,315.15,282.15,141928.602746,41704.4769843,1164.19860387,248.335209772,1864.20351677,443.680352698,141928.602746,41704.4769843,1864.20351677,246.173966522,468.956502544,42.0,9.0
R141b,315.15,283.15,141928.602746,43495.7683308,1164.19860387,248.335209772,1863.67592499,444.357979537,141928.602746,43495.7683308,1863.67592499,246.300976062,468.788518874,42.0,10.0
R141b,315.15,284.15,141928.602746,45348.1976713,1164.19860387,248.335209772,1863.16734572,445.035996345,141928.602746,45348.1976713,1863.16734572,246.424028349,468.626689138,42.0,11.0
R141b,315.15,285.15,141928.602746,47263.2518549,1164.19860387,248.335209772,1862.67748347,445.714387448,141928.602746,47263.2518549,1862.67748347,246.543134929,468.47090829,42.0,12.0
R141b,315.15,286.15,141928.602746,49242.4361772,1164.19860387,248.335209772,1862.20604717,446.393137152,141928.602746,49242.4361772,1862.20604717,246.658307253,468.321073319,42.0,13.0
R141b,315.15,287.15,141928.602746,51287.2742435,1164.19860387,248.335209772,1861.75275003,447.072229742,141928.602746,51287.2742435,1861.75275003,246.769556672,468.177083193,42.0,14.0
R141b,315.15,288.15,141928.602746,53399.3078257,1164.19860387,248.335209772,1861.31730952,447.751649476,141928.602746,53399.3078257,1861.31730952,246.876894445,468.038838809,42.0,15.0
R141b,315.15,289.15,141928.602746,55580.0967181,1164.19860387,248.335209772,1860.8994472,448.431380586,141928.602746,55580.0967181,1860.8994472,246.980331738,467.906242938,42.0,16.0
R141b,315.15,290.15,141928.602746,57831.2185869,1164.19860387,248.335209772,1860.49888871,449.111407273,141928.602746,57831.2185869,1860.49888871,247.079879625,467.779200178,42.0,17.0
R141b,315.15,291.15,141928.602746,60154.2688183,1164.19860387,248.335209772,1860.11536366,449.791713705,141928.602746,60154.2688183,1860.11536366,247.175549093,467.657616899,42.0,18.0
