REFRIGERANT,T_1_K,T_3_K,P_1,P_3,S_1,H_1,S_3,H_3,P_4,P_2,S_4,H_2_ISENTROPIC,H_4_ISENTROPIC,T_1,T_3
R134a,321.15,325.15,1252893.5826,1385417.14167,1228.04163838,268.532352324,1706.38874622,424.149499773,1252893.5826,1385417.14167,1706.38874622,268.651532556,422.153526006,48.0,52.0
R134a,321.15,326.15,1252893.5826,1420130.60047,1228.04163838,268.532352324,1705.94267093,424.492994339,1252893.5826,1420130.60047,1705.94267093,268.682736153,422.010268926,48.0,53.0
R134a,321.15,327.15,1252893.5826,1455493.46133,1228.04163838,268.532352324,1705.48430711,424.827593356,1252893.5826,1455493.46133,1705.48430711,268.714517253,421.863065386,48.0,54.0
R134a,321.15,328.15,1252893.5826,1491514.0867,1228.04163838,268.532352324,1705.01278421,425.152984879,1252893.5826,1491514.0867,1705.01278421,268.746883037,421.711635808,48.0,55.0
R134a,321.15,329.15,1252893.5826,1528200.94676,1228.04163838,268.532352324,1704.52719053,425.468839884,1252893.5826,1528200.94676,1704.52719053,268.779840774,421.555687398,48.0,56.0
R134a,321.15,330.15,1252893.5826,1565562.62476,1228.04163838,268.532352324,1704.02656974,425.774810924,1252893.5826,1565562.62476,1704.02656974,268.813397824,421.394913029,48.0,57.0
R134a,321.15,331.15,1252893.5826,1603607.82278,1228.04163838,268.532352324,1703.50991708,426.070530648,1252893.5826,1603607.82278,1703.50991708,268.847561641,421.228990028,48.0,58.0
R134a,321.15,332.15,1252893.5826,1642345.36778,1228.04163838,268.532352324,1702.97617518,426.35561016,1252893.5826,1642345.36778,1702.97617518,268.88233978,421.057578816,48.0,59.0
R134a,321.15,333.15,1252893.5826,1681784.2183,1228.04163838,268.532352324,1702.42422936,426.629637212,1252893.5826,1681784.2183,1702.42422936,268.917739902,420.880321418,48.0,60.0
R134a,321.15,334.15,1252893.5826,1721933.47158,1228.04163838,268.532352324,1701.8529025,426.892174183,1252893.5826,1721933.47158,1701.8529025,268.953769779,420.696839796,48.0,61.0
R134a,321.15,335.15,1252893.5826,1762802.37128,1228.04163838,268.532352324,1701.26094923,427.142755843,1252893.5826,1762802.37128,1701.26094923,268.990437306,420.506734005,48.0,62.0
R134a,321.15,336.15,1252893.5826,1804400.3158,1228.04163838,268.532352324,1700.64704954,427.380886849,1252893.5826,1804400.3158,1700.64704954,269.0277505,420.309580119,48.0,63.0
R134a,321.15,337.15,1252893.5826,1846736.86731,1228.04163838,268.532352324,1700.00980155,427.606038946,1252893.5826,1846736.86731,1700.00980155,269.065717513,420.104927925,48.0,64.0
R134a,321.15,338.15,1252893.5826,1889821.76158,1228.04163838,268.532352324,1699.3477134,427.817647824,1252893.5826,1889821.76158,1699.3477134,269.104346639,419.892298317,48.0,65.0
R134a,321.15,339.15,1252893.5826,1933664.91861,1228.04163838,268.532352324,1698.65919419,428.015109575,1252893.5826,1933664.91861,1698.65919419,269.143646325,419.671180372,48.0,66.0
R134a,321.15,340.15,1252893.5826,1978276.4538,1228.04163838,268.532352324,1697.94254369,428.19777672,1252893.5826,1978276.4538,1697.94254369,269.183625177,419.441028063,48.0,67.0
R134a,321.15,341.15,1252893.5826,2023666.69142,1228.04163838,268.532352324,1697.1959405,428.36495363,1252893.5826,2023666.69142,1697.1959405,269.224291975,419.20125645,48.0,68.0
R134a,321.15,342.15,1252893.5826,2069846.17744,1228.04163838,268.532352324,1696.41742895,428.515891415,1252893.5826,2069846.17744,1696.41742895,269.265655681,418.951237467,48.0,69.0
R134a,321.15,343.15,1252893.5826,2116825.69503,1228.04163838,268.532352324,1695.60490376,428.649782016,1252893.5826,2116825.69503,1695.60490376,269.307725455,418.690295002,48.0,70.0
R134a,322.15,274.15,1285091.06834,303560.704599,1232.74598697,270.074532898,1726.5367642,399.185908656,1285091.06834,303560.704599,1726.5367642,263.813167077,429.196695448,49.0,1.0
R134a,322.15,275.15,1285091.06834,314619.437547,1232.74598697,270.074532898,1726.00025542,399.766076619,1285091.06834,314619.437547,1726.00025542,264.047164655,429.021174163,49.0,2.0
R134a,322.15,276.15,1285091.06834,325984.931468,1232.74598697,270.074532898,1725.47584192,400.343901233,1285091.06834,325984.931468,1725.47584192,264.276551788,428.849686771,49.0,3.0
R134a,322.15,277.15,1285091.06834,337662.77759,1232.74598697,270.074532898,1724.96313504,400.919325263,1285091.06834,337662.77759,1724.96313504,264.501342676,428.68210089,49.0,4.0
R134a,322.15,278.15,1285091.06834,349658.607861,1232.74598697,270.074532898,1724.46174837,401.492290469,1285091.06834,349658.607861,1724.46174837,264.721551433,428.518285236,49.0,5.0
R134a,322.15,279.15,1285091.06834,361978.094755,1232.74598697,270.074532898,1723.97129758,402.062737549,1285091.06834,361978.094755,1723.97129758,264.937192091,428.35810952,49.0,6.0
R134a,322.15,280.15,1285091.06834,374626.951095,1232.74598697,270.074532898,1723.49140009,402.630606086,1285091.06834,374626.951095,1723.49140009,265.148278598,428.201444365,49.0,7.0
R134a,322.15,281.15,1285091.06834,387610.929908,1232.74598697,270.074532898,1723.0216749,403.195834483,1285091.06834,387610.929908,1723.0216749,265.35482482,428.048161201,49.0,8.0
R134a,322.15,282.15,1285091.06834,400935.824299,1232.74598697,270.074532898,1722.56174228,403.758359904,1285091.06834,400935.824299,1722.56174228,265.556844541,427.898132178,49.0,9.0
R134a,322.15,283.15,1285091.06834,414607.467363,1232.74598697,270.074532898,1722.11122357,404.318118207,1285091.06834,414607.467363,1722.11122357,265.754351464,427.751230067,49.0,10.0
R134a,322.15,284.15,1285091.06834,428631.732112,1232.74598697,270.074532898,1721.66974087,404.875043881,1285091.06834,428631.732112,1721.66974087,265.94735921,427.607328165,49.0,11.0
R134a,322.15,285.15,1285091.06834,443014.531448,1232.74598697,270.074532898,1721.23691682,405.429069967,1285091.06834,443014.531448,1721.23691682,266.13588132,427.466300201,49.0,12.0
R134a,322.15,286.15,1285091.06834,457761.81815,1232.74598697,270.074532898,1720.8123743,405.980127992,1285091.06834,457761.81815,1720.8123743,266.319931257,427.328020233,49.0,13.0
R134a,322.15,287.15,1285091.06834,472879.584911,1232.74598697,270.074532898,1720.39573619,406.52814789,1285091.06834,472879.584911,1720.39573619,266.499522401,427.192362554,49.0,14.0
R134a,322.15,288.15,1285091.06834,488373.864391,1232.74598697,270.074532898,1719.98662505,407.073057918,1285091.06834,488373.864391,1719.98662505,266.674668055,427.059201587,49.0,15.0
R134a,322.15,289.15,1285091.06834,504250.729321,1232.74598697,270.074532898,1719.58466285,407.614784576,1285091.06834,504250.729321,1719.58466285,266.845381444,426.928411786,49.0,16.0
R134a,322.15,290.15,1285091.06834,520516.29263,1232.74598697,270.074532898,1719.18947069,408.153252516,1285091.06834,520516.29263,1719.18947069,267.011675713,426.799867534,49.0,17.0
R134a,322.15,291.15,1285091.06834,537176.707623,1232.74598697,270.074532898,1718.80066848,408.688384453,1285091.06834,537176.707623,1718.80066848,267.17356393,426.673443028,49.0,18.0
R134a,322.15,292.15,1285091.06834,554238.168187,1232.74598697,270.074532898,1718.41787461,409.220101061,1285091.06834,554238.168187,1718.41787461,267.331059086,426.549012182,49.0,19.0
R134a,322.15,293.15,1285091.06834,571706.909044,1232.74598697,270.074532898,1718.04070566,409.748320879,1285091.06834,571706.909044,1718.04070566,267.484174095,426.426448505,49.0,20.0
R134a,322.15,294.15,1285091.06834,589589.206049,1232.74598697,270.074532898,1717.66877604,410.272960198,1285091.06834,589589.206049,1717.66877604,267.632921793,426.305624993,49.0,21.0
R134a,322.15,295.15,1285091.06834,607891.376526,1232.74598697,270.074532898,1717.30169766,410.793932952,1285091.06834,607891.376526,1717.30169766,267.777314942,426.18641401,49.0,22.0
R134a,322.15,296.15,1285091.06834,626619.779657,1232.74598697,270.074532898,1716.93907956,411.311150596,1285091.06834,626619.779657,1716.93907956,267.917366227,426.068687165,49.0,23.0
R134a,322.15,297.15,1285091.06834,645780.816919,1232.74598697,270.074532898,1716.58052752,411.824521984,1285091.06834,645780.816919,1716.58052752,268.053088258,425.952315186,49.0,24.0
R134a,322.15,298.15,1285091.06834,665380.932569,1232.74598697,270.074532898,1716.22564372,412.333953232,1285091.06834,665380.932569,1716.22564372,268.184493572,425.837167794,49.0,25.0
R134a,322.15,299.15,1285091.06834,685426.614182,1232.74598697,270.074532898,1715.87402627,412.839347585,1285091.06834,685426.614182,1715.87402627,268.311594628,425.723113564,49.0,26.0
R134a,322.15,300.15,1285091.06834,705924.393254,1232.74598697,270.074532898,1715.52526883,413.340605266,1285091.06834,705924.393254,1715.52526883,268.434403815,425.610019785,49.0,27.0
R134a,322.15,301.15,1285091.06834,726880.845848,1232.74598697,270.074532898,1715.17896015,413.837623319,1285091.06834,726880.845848,1715.17896015,268.552933445,425.497752319,49.0,28.0
R134a,322.15,302.15,1285091.06834,748302.593316,1232.74598697,270.074532898,1714.83468359,414.330295445,1285091.06834,748302.593316,1714.83468359,268.667195761,425.38617544,49.0,29.0
R134a,322.15,303.15,1285091.06834,770196.303077,1232.74598697,270.074532898,1714.49201665,414.818511828,1285091.06834,770196.303077,1714.49201665,268.777202928,425.275151683,49.0,30.0
R134a,322.15,304.15,1285091.06834,792568.689465,1232.74598697,270.074532898,1714.15053046,415.302158948,1285091.06834,792568.689465,1714.15053046,268.882967045,425.16454167,49.0,31.0
R134a,322.15,305.15,1285091.06834,815426.514648,1232.74598697,270.074532898,1713.80978918,415.781119382,1285091.06834,815426.514648,1713.80978918,268.984500136,425.054203943,49.0,32.0
R134a,322.15,306.15,1285091.06834,838776.589625,1232.74598697,270.074532898,1713.46934952,416.255271598,1285091.06834,838776.589625,1713.46934952,269.081814153,424.943994769,49.0,33.0
R134a,322.15,307.15,1285091.06834,862625.775293,1232.74598697,270.074532898,1713.12876003,416.724489726,1285091.06834,862625.775293,1713.12876003,269.174920981,424.833767954,49.0,34.0
R134a,322.15,308.15,1285091.06834,886980.983608,1232.74598697,270.074532898,1712.78756053,417.188643326,1285091.06834,886980.983608,1712.78756053,269.263832432,424.723374637,49.0,35.0
R134a,322.15,309.15,1285091.06834,911849.178828,1232.74598697,270.074532898,1712.44528141,417.647597127,1285091.06834,911849.178828,1712.44528141,269.348560251,424.612663069,49.0,36.0
R134a,322.15,310.15,1285091.06834,937237.378849,1232.74598697,270.074532898,1712.10144287,418.101210761,1285091.06834,937237.378849,1712.10144287,269.429116113,424.501478387,49.0,37.0
R134a,322.15,311.15,1285091.06834,963152.656639,1232.74598697,270.074532898,1711.7555542,418.54933847,1285091.06834,963152.656639,1711.7555542,269.505511625,424.389662369,49.0,38.0
R134a,322.15,312.15,1285091.06834,989602.141781,1232.74598697,270.074532898,1711.40711293,418.991828796,1285091.06834,989602.141781,1711.40711293,269.577758326,424.277053175,49.0,39.0
R134a,322.15,313.15,1285091.06834,1016593.02212,1232.74598697,270.074532898,1711.05560394,419.428524247,1285091.06834,1016593.02212,1711.05560394,269.645867691,424.163485073,49.0,40.0
R134a,322.15,314.15,1285091.06834,1044132.54554,1232.74598697,270.074532898,1710.70049856,419.859260941,1285091.06834,1044132.54554,1710.70049856,269.709851125,424.048788139,49.0,41.0
R134a,322.15,315.15,1285091.06834,1072228.02182,1232.74598697,270.074532898,1710.3412535,420.28386822,1285091.06834,1072228.02182,1710.3412535,269.769719971,423.932787953,49.0,42.0
R134a,322.15,316.15,1285091.06834,1100886.82474,1232.74598697,270.074532898,1709.97730986,420.70216824,1285091.06834,1100886.82474,1709.97730986,269.825485508,423.81530525,49.0,43.0
R134a,322.15,317.15,1285091.06834,1130116.39414,1232.74598697,270.074532898,1709.60809188,421.113975521,1285091.06834,1130116.39414,1709.60809188,269.877158948,423.696155569,49.0,44.0
R134a,322.15,318.15,1285091.06834,1159924.23834,1232.74598697,270.074532898,1709.23300575,421.519096472,1285091.06834,1159924.23834,1709.23300575,269.924751445,423.57514886,49.0,45.0
R134a,322.15,319.15,1285091.06834,1190317.93655,1232.74598697,270.074532898,1708.85143826,421.917328869,1285091.06834,1190317.93655,1708.85143826,269.968274088,423.45208907,49.0,46.0
R134a,322.15,320.15,1285091.06834,1221305.14157,1232.74598697,270.074532898,1708.46275532,422.308461296,1285091.06834,1221305.14157,1708.46275532,270.007737907,423.326773692,49.0,47.0
R134a,322.15,321.15,1285091.06834,1252893.5826,1232.74598697,270.074532898,1708.06630042,422.692272538,1285091.06834,1252893.5826,1708.06630042,270.043153873,423.198993279,49.0,48.0
R134a,322.15,322.15,1285091.06834,1285091.06834,1232.74598697,270.074532898,1707.66139289,423.068530916,1285091.06834,1285091.06834,1707.66139289,270.074532898,423.068530916,49.0,49.0
R134a,322.15,323.15,1285091.06834,1317905.49004,1232.74598697,270.074532898,1707.24732613,423.436993587,1285091.06834,1317905.49004,1707.24732613,270.104174103,422.935139309,49.0,50.0
R134a,322.15,324.15,1285091.06834,1351344.82532,1232.74598697,270.074532898,1706.8233655,423.797405742,1285091.06834,1351344.82532,1706.8233655,270.134373975,422.798560393,49.0,51.0
R134a,322.15,325.15,1285091.06834,1385417.14167,1232.74598697,270.074532898,1706.38874622,424.149499773,1285091.06834,1385417.14167,1706.38874622,270.165139483,422.658547791,49.0,52.0
R134a,322.15,326.15,1285091.06834,1420130.60047,1232.74598697,270.074532898,1705.94267093,424.492994339,1285091.06834,1420130.60047,1705.94267093,270.19647767,422.514844636,49.0,53.0
R134a,322.15,327.15,1285091.06834,1455493.46133,1232.74598697,270.074532898,1705.48430711,424.827593356,1285091.06834,1455493.46133,1705.48430711,270.228395659,422.367182731,49.0,54.0
R134a,322.15,328.15,1285091.06834,1491514.0867,1232.74598697,270.074532898,1705.01278421,425.152984879,1285091.06834,1491514.0867,1705.01278421,270.260900653,422.215281631,49.0,55.0
R134a,322.15,329.15,1285091.06834,1528200.94676,1232.74598697,270.074532898,1704.52719053,425.468839884,1285091.06834,1528200.94676,1704.52719053,270.293999943,422.058847627,49.0,56.0
R134a,322.15,330.15,1285091.06834,1565562.62476,1232.74598697,270.074532898,1704.02656974,425.774810924,1285091.06834,1565562.62476,1704.02656974,270.327700908,421.897572638,49.0,57.0
R134a,322.15,331.15,1285091.06834,1603607.82278,1232.74598697,270.074532898,1703.50991708,426.070530648,1285091.06834,1603607.82278,1703.50991708,270.362011025,421.731132984,49.0,58.0
R134a,322.15,332.15,1285091.06834,1642345.36778,1232.74598697,270.074532898,1702.97617518,426.35561016,1285091.06834,1642345.36778,1702.97617518,270.396937871,421.55918803,49.0,59.0
R134a,322.15,333.15,1285091.06834,1681784.2183,1232.74598697,270.074532898,1702.42422936,426.629637212,1285091.06834,1681784.2183,1702.42422936,270.432489127,421.381378686,49.0,60.0
R134a,322.15,334.15,1285091.06834,1721933.47158,1232.74598697,270.074532898,1701.8529025,426.892174183,1285091.06834,1721933.47158,1701.8529025,270.468672591,421.197325737,49.0,61.0
R134a,322.15,335.15,1285091.06834,1762802.37128,1232.74598697,270.074532898,1701.26094923,427.142755843,1285091.06834,1762802.37128,1701.26094923,270.505496176,421.006627993,49.0,62.0
R134a,322.15,336.15,1285091.06834,1804400.3158,1232.74598697,270.074532898,1700.64704954,427.380886849,1285091.06834,1804400.3158,1700.64704954,270.542967923,420.808860207,49.0,63.0
R134a,322.15,337.15,1285091.06834,1846736.86731,1232.74598697,270.074532898,1700.00980155,427.606038946,1285091.06834,1846736.86731,1700.00980155,270.581096006,420.603570765,49.0,64.0
R134a,322.15,338.15,1285091.06834,1889821.76158,1232.74598697,270.074532898,1699.3477134,427.817647824,1285091.06834,1889821.76158,1699.3477134,270.619888744,420.390279069,49.0,65.0
R134a,322.15,339.15,1285091.06834,1933664.91861,1232.74598697,270.074532898,1698.65919419,428.015109575,1285091.06834,1933664.91861,1698.65919419,270.659354606,420.168472604,49.0,66.0
R134a,322.15,340.15,1285091.06834,1978276.4538,1232.74598697,270.074532898,1697.94254369,428.19777672,1285091.06834,1978276.4538,1697.94254369,270.69950222,419.937603645,49.0,67.0
R134a,322.15,341.15,1285091.06834,2023666.69142,1232.74598697,270.074532898,1697.1959405,428.36495363,1285091.06834,2023666.69142,1697.1959405,270.740340392,419.697085429,49.0,68.0
R134a,322.15,342.15,1285091.06834,2069846.17744,1232.74598697,270.074532898,1696.41742895,428.515891415,1285091.06834,2069846.17744,1696.41742895,270.781878107,419.446287934,49.0,69.0
R134a,322.15,343.15,1285091.06834,2116825.69503,1232.74598697,270.074532898,1695.60490376,428.649782016,1285091.06834,2116825.69503,1695.60490376,270.824124551,419.184532945,49.0,70.0
R134a,323.15,274.15,1317905.49004,303560.704599,1237.4536207,271.623157676,1726.5367642,399.185908656,1317905.49004,303560.704599,1726.5367642,265.103764864,429.719679816,50.0,1.0
R134a,323.15,275.15,1317905.49004,314619.437547,1237.4536207,271.623157676,1726.00025542,399.766076619,1317905.49004,314619.437547,1726.00025542,265.342470075,429.543575884,50.0,2.0
R134a,323.15,276.15,1317905.49004,325984.931468,1237.4536207,271.623157676,1725.47584192,400.343901233,1317905.49004,325984.931468,1725.47584192,265.576564842,429.371518679,50.0,3.0
R134a,323.15,277.15,1317905.49004,337662.77759,1237.4536207,271.623157676,1724.96313504,400.919325263,1317905.49004,337662.77759,1724.96313504,265.806063364,429.203375418,50.0,4.0
R134a,323.15,278.15,1317905.49004,349658.607861,1237.4536207,271.623157676,1724.46174837,401.492290469,1317905.49004,349658.607861,1724.46174837,266.030979755,429.039014413,50.0,5.0
R134a,323.15,279.15,1317905.49004,361978.094755,1237.4536207,271.623157676,1723.97129758,402.062737549,1317905.49004,361978.094755,1723.97129758,266.251328047,428.878304976,50.0,6.0
R134a,323.15,280.15,1317905.49004,374626.951095,1237.4536207,271.623157676,1723.49140009,402.630606086,1317905.49004,374626.951095,1723.49140009,266.467122187,428.721117329,50.0,7.0
R134a,323.15,281.15,1317905.49004,387610.929908,1237.4536207,271.623157676,1723.0216749,403.195834483,1317905.49004,387610.929908,1723.0216749,266.678376043,428.567322503,50.0,8.0
R134a,323.15,282.15,1317905.49004,400935.824299,1237.4536207,271.623157676,1722.56174228,403.758359904,1317905.49004,400935.824299,1722.56174228,266.885103397,428.41679225,50.0,9.0
R134a,323.15,283.15,1317905.49004,414607.467363,1237.4536207,271.623157676,1722.11122357,404.318118207,1317905.49004,414607.467363,1722.11122357,267.087317954,428.26939894,50.0,10.0
R134a,323.15,284.15,1317905.49004,428631.732112,1237.4536207,271.623157676,1721.66974087,404.875043881,1317905.49004,428631.732112,1721.66974087,267.285033333,428.125015474,50.0,11.0
R134a,323.15,285.15,1317905.49004,443014.531448,1237.4536207,271.623157676,1721.23691682,405.429069967,1317905.49004,443014.531448,1721.23691682,267.478263078,427.983515178,50.0,12.0
R134a,323.15,286.15,1317905.49004,457761.81815,1237.4536207,271.623157676,1720.8123743,405.980127992,1317905.49004,457761.81815,1720.8123743,267.667020648,427.844771714,50.0,13.0
R134a,323.15,287.15,1317905.49004,472879.584911,1237.4536207,271.623157676,1720.39573619,406.52814789,1317905.49004,472879.584911,1720.39573619,267.851319426,427.70865897,50.0,14.0
R134a,323.15,288.15,1317905.49004,488373.864391,1237.4536207,271.623157676,1719.98662505,407.073057918,1317905.49004,488373.864391,1719.98662505,268.031172714,427.575050971,50.0,15.0
R134a,323.15,289.15,1317905.49004,504250.729321,1237.4536207,271.623157676,1719.58466285,407.614784576,1317905.49004,504250.729321,1719.58466285,268.206593737,427.443821766,50.0,16.0
R134a,323.15,290.15,1317905.49004,520516.29263,1237.4536207,271.623157676,1719.18947069,408.153252516,1317905.49004,520516.29263,1719.18947069,268.377595639,427.314845331,50.0,17.0
R134a,323.15,291.15,1317905.49004,537176.707623,1237.4536207,271.623157676,1718.80066848,408.688384453,1317905.49004,537176.707623,1718.80066848,268.54419149,427.187995458,50.0,18.0
R134a,323.15,292.15,1317905.49004,554238.168187,1237.4536207,271.623157676,1718.41787461,409.220101061,1317905.49004,554238.168187,1718.41787461,268.70639428,427.06314565,50.0,19.0
R134a,323.15,293.15,1317905.49004,571706.909044,1237.4536207,271.623157676,1718.04070566,409.748320879,1317905.49004,571706.909044,1718.04070566,268.864216922,426.940169004,50.0,20.0
R134a,323.15,294.15,1317905.49004,589589.206049,1237.4536207,271.623157676,1717.66877604,410.272960198,1317905.49004,589589.206049,1717.66877604,269.017672254,426.818938101,50.0,21.0
R134a,323.15,295.15,1317905.49004,607891.376526,1237.4536207,271.623157676,1717.30169766,410.793932952,1317905.49004,607891.376526,1717.30169766,269.166773036,426.699324885,50.0,22.0
R134a,323.15,296.15,1317905.49004,626619.779657,1237.4536207,271.623157676,1716.93907956,411.311150596,1317905.49004,626619.779657,1716.93907956,269.311531955,426.581200541,50.0,23.0
R134a,323.15,297.15,1317905.49004,645780.816919,1237.4536207,271.623157676,1716.58052752,411.824521984,1317905.49004,645780.816919,1716.58052752,269.45196162,426.464435373,50.0,24.0
R134a,323.15,298.15,1317905.49004,665380.932569,1237.4536207,271.623157676,1716.22564372,412.333953232,1317905.49004,665380.932569,1716.22564372,269.588074568,426.348898667,50.0,25.0
R134a,323.15,299.15,1317905.49004,685426.614182,1237.4536207,271.623157676,1715.87402627,412.839347585,1317905.49004,685426.614182,1715.87402627,269.719883258,426.234458563,50.0,26.0
R134a,323.15,300.15,1317905.49004,705924.393254,1237.4536207,271.623157676,1715.52526883,413.340605266,1317905.49004,705924.393254,1715.52526883,269.847400078,426.120981907,50.0,27.0
R134a,323.15,301.15,1317905.49004,726880.845848,1237.4536207,271.623157676,1715.17896015,413.837623319,1317905.49004,726880.845848,1715.17896015,269.970637343,426.008334111,50.0,28.0
R134a,323.15,302.15,1317905.49004,748302.593316,1237.4536207,271.623157676,1714.83468359,414.330295445,1317905.49004,748302.593316,1714.83468359,270.089607291,425.896378995,50.0,29.0
R134a,323.15,303.15,1317905.49004,770196.303077,1237.4536207,271.623157676,1714.49201665,414.818511828,1317905.49004,770196.303077,1714.49201665,270.204322093,425.784978632,50.0,30.0
R134a,323.15,304.15,1317905.49004,792568.689465,1237.4536207,271.623157676,1714.15053046,415.302158948,1317905.49004,792568.689465,1714.15053046,270.314793844,425.673993175,50.0,31.0
R134a,323.15,305.15,1317905.49004,815426.514648,1237.4536207,271.623157676,1713.80978918,415.781119382,1317905.49004,815426.514648,1713.80978918,270.421034568,425.563280684,50.0,32.0
R134a,323.15,306.15,1317905.49004,838776.589625,1237.4536207,271.623157676,1713.46934952,416.255271598,1317905.49004,838776.589625,1713.46934952,270.523056219,425.452696942,50.0,33.0
R134a,323.15,307.15,1317905.49004,862625.775293,1237.4536207,271.623157676,1713.12876003,416.724489726,1317905.49004,862625.775293,1713.12876003,270.620870681,425.342095257,50.0,34.0
R134a,323.15,308.15,1317905.49004,886980.983608,1237.4536207,271.623157676,1712.78756053,417.188643326,1317905.49004,886980.983608,1712.78756053,270.714489766,425.231326261,50.0,35.0
R134a,323.15,309.15,1317905.49004,911849.178828,1237.4536207,271.623157676,1712.44528141,417.647597127,1317905.49004,911849.178828,1712.44528141,270.803925218,425.120237686,50.0,36.0
R134a,323.15,310.15,1317905.49004,937237.378849,1237.4536207,271.623157676,1712.10144287,418.101210761,1317905.49004,937237.378849,1712.10144287,270.889188714,425.008674138,50.0,37.0
R134a,323.15,311.15,1317905.49004,963152.656639,1237.4536207,271.623157676,1711.7555542,418.54933847,1317905.49004,963152.656639,1711.7555542,270.970291859,424.896476854,50.0,38.0
R134a,323.15,312.15,1317905.49004,989602.141781,1237.4536207,271.623157676,1711.40711293,418.991828796,1317905.49004,989602.141781,1711.40711293,271.047246194,424.783483435,50.0,39.0
R134a,323.15,313.15,1317905.49004,1016593.02212,1237.4536207,271.623157676,1711.05560394,419.428524247,1317905.49004,1016593.02212,1711.05560394,271.120063192,424.669527576,50.0,40.0
R134a,323.15,314.15,1317905.49004,1044132.54554,1237.4536207,271.623157676,1710.70049856,419.859260941,1317905.49004,1044132.54554,1710.70049856,271.18875426,424.55443877,50.0,41.0
R134a,323.15,315.15,1317905.49004,1072228.02182,1237.4536207,271.623157676,1710.3412535,420.28386822,1317905.49004,1072228.02182,1710.3412535,271.253330741,424.438041986,50.0,42.0
R134a,323.15,316.15,1317905.49004,1100886.82474,1237.4536207,271.623157676,1709.97730986,420.70216824,1317905.49004,1100886.82474,1709.97730986,271.313803911,424.32015734,50.0,43.0
R134a,323.15,317.15,1317905.49004,1130116.39414,1237.4536207,271.623157676,1709.60809188,421.113975521,1317905.49004,1130116.39414,1709.60809188,271.370184985,424.200599727,50.0,44.0
R134a,323.15,318.15,1317905.49004,1159924.23834,1237.4536207,271.623157676,1709.23300575,421.519096472,1317905.49004,1159924.23834,1709.23300575,271.422485115,424.079178433,50.0,45.0
R134a,323.15,319.15,1317905.49004,1190317.93655,1237.4536207,271.623157676,1708.85143826,421.917328869,1317905.49004,1190317.93655,1708.85143826,271.470715392,423.955696718,50.0,46.0
R134a,323.15,320.15,1317905.49004,1221305.14157,1237.4536207,271.623157676,1708.46275532,422.308461296,1317905.49004,1221305.14157,1708.46275532,271.514886845,423.829951363,50.0,47.0
R134a,323.15,321.15,1317905.49004,1252893.5826,1237.4536207,271.623157676,1708.06630042,422.692272538,1317905.49004,1252893.5826,1708.06630042,271.555010445,423.701732185,50.0,48.0
R134a,323.15,322.15,1317905.49004,1285091.06834,1237.4536207,271.623157676,1707.66139289,423.068530916,1317905.49004,1285091.06834,1707.66139289,271.591097103,423.570821503,50.0,49.0
R134a,323.15,323.15,1317905.49004,1317905.49004,1237.4536207,271.623157676,1707.24732613,423.436993587,1317905.49004,1317905.49004,1707.24732613,271.623157676,423.436993587,50.0,50.0
R134a,323.15,324.15,1317905.49004,1351344.82532,1237.4536207,271.623157676,1706.8233655,423.797405742,1317905.49004,1351344.82532,1706.8233655,271.653490442,423.29999071,50.0,51.0
R134a,323.15,325.15,1317905.49004,1385417.14167,1237.4536207,271.623157676,1706.38874622,424.149499773,1317905.49004,1385417.14167,1706.38874622,271.684391144,423.159543489,50.0,52.0
R134a,323.15,326.15,1317905.49004,1420130.60047,1237.4536207,271.623157676,1705.94267093,424.492994339,1317905.49004,1420130.60047,1705.94267093,271.715866846,423.015394259,50.0,53.0
R134a,323.15,327.15,1317905.49004,1455493.46133,1237.4536207,271.623157676,1705.48430711,424.827593356,1317905.49004,1455493.46133,1705.48430711,271.747924691,422.86727399,50.0,54.0
R134a,323.15,328.15,1317905.49004,1491514.0867,1237.4536207,271.623157676,1705.01278421,425.152984879,1317905.49004,1491514.0867,1705.01278421,271.780571906,422.714901367,50.0,55.0
R134a,323.15,329.15,1317905.49004,1528200.94676,1237.4536207,271.623157676,1704.52719053,425.468839884,1317905.49004,1528200.94676,1704.52719053,271.813815801,422.557981769,50.0,56.0
R134a,323.15,330.15,1317905.49004,1565562.62476,1237.4536207,271.623157676,1704.02656974,425.774810924,1317905.49004,1565562.62476,1704.02656974,271.847663779,422.39620616,50.0,57.0
R134a,323.15,331.15,1317905.49004,1603607.82278,1237.4536207,271.623157676,1703.50991708,426.070530648,1317905.49004,1603607.82278,1703.50991708,271.882123336,422.229249853,50.0,58.0
R134a,323.15,332.15,1317905.49004,1642345.36778,1237.4536207,271.623157676,1702.97617518,426.35561016,1317905.49004,1642345.36778,1702.97617518,271.917202071,422.056771157,50.0,59.0
R134a,323.15,333.15,1317905.49004,1681784.2183,1237.4536207,271.623157676,1702.42422936,426.629637212,1317905.49004,1681784.2183,1702.42422936,271.95290769,421.878409867,50.0,60.0
R134a,323.15,334.15,1317905.49004,1721933.47158,1237.4536207,271.623157676,1701.8529025,426.892174183,1317905.49004,1721933.47158,1701.8529025,271.989248009,421.693785592,50.0,61.0
R134a,323.15,335.15,1317905.49004,1762802.37128,1237.4536207,271.623157676,1701.26094923,427.142755843,1317905.49004,1762802.37128,1701.26094923,272.026230966,421.502495894,50.0,62.0
